RecordID,daysSinceLastLogin,productsListed,productsPassRate,productsWished,seniorityAsMonths,socialNbFollowers,socialNbFollows,socialProductsLiked,language_de,language_en,language_es,language_fr,language_it,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,Gender_Byte,transact
285,8.33087974904242e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,1,1,0,1,1,0
288,8.98215373593825e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
290,1.22113872542967e-05,0,0,1.35635018495684e-02,1,2.27272727272727e-02,9.02255639097744e-02,4.50185946369152e-03,0,1,0,0,0,0,0,0,0,1,0
291,5.9428751304244e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
295,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
305,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,0,1,0,0,0,0,1,1,0
306,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
307,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
316,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,1,0,0,0,0,0,1,1,0
325,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
335,5.68507917727814e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,1,0,1,1,1,0
346,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,1,0,0,0,0,0,1,1,0
349,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
350,2.03523120904945e-05,0,0,0,1,0,6.01503759398496e-02,1.95733020160501e-04,0,1,0,0,0,0,0,0,1,1,0
352,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,0,1,0,0,0,0,1,1,0
353,8.67008495055067e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
355,2.9714375652122e-04,0,0,1.23304562268804e-03,1,0,6.01503759398496e-02,5.87199060481503e-04,0,1,0,0,0,0,0,0,1,1,0
360,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
380,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,0,1,0,0,0,0,1,1,0
384,8.96858552787792e-04,0,0,0,1,0,6.01503759398496e-02,1.95733020160501e-04,0,1,0,0,0,1,1,0,1,1,0
389,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,1,0,1,1,1,0
390,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
398,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
402,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,0,1,0,0,0,0,1,1,0
405,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
410,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
419,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
424,9.38919997774814e-04,0,0,1.84956843403206e-03,1,0,6.01503759398496e-02,1.95733020160501e-04,0,1,0,0,0,1,1,0,1,1,0
428,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
430,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
431,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,1,0,0,0,0,0,0,0,1,1,0
437,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
441,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
443,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,0,1,0,0,0,0,1,1,0
448,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
454,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
459,9.45704101804979e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
468,9.45704101804979e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
473,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
475,5.65794276115748e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
481,4.21971270676253e-04,0,0,5.54870530209618e-03,1,0,6.01503759398496e-02,7.82932080642004e-04,1,0,0,0,0,1,0,1,1,1,0
489,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
494,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,0,0,1,0,0,0,1,1,0
496,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
499,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
501,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
502,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
505,3.58200692792704e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
511,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
513,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
516,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
518,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,1,0,0,1,0,1,1,1,0
521,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
530,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
532,5.73935200951945e-04,0,0,0,1,0,6.01503759398496e-02,1.37013114112351e-03,0,1,0,0,0,1,0,1,1,1,0
536,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
540,9.45704101804979e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
542,2.64580057176429e-04,0,0,1.84956843403206e-03,1,0,6.01503759398496e-02,4.89332550401253e-03,0,1,0,0,0,1,0,1,1,1,0
553,1.28897976573132e-04,0,0,0,1,2.27272727272727e-02,6.01503759398496e-02,0,0,1,0,0,0,1,0,1,1,1,1
557,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
562,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
564,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
565,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
568,9.47060922611012e-04,0,0,6.1652281134402e-04,1,0,6.01503759398496e-02,1.95733020160501e-04,0,1,0,0,0,0,0,0,1,1,0
572,6.14639825132934e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
573,3.01214218939319e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
577,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
580,9.26708610520517e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
583,9.47060922611012e-04,0,0,1.23304562268804e-03,1,0,6.76691729323308e-02,0,0,1,0,0,0,0,0,0,1,1,0
586,7.24542310421605e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,1,0,1,1,1,0
587,1.0990248528867e-04,0,0,1.84956843403206e-03,1,0,6.01503759398496e-02,1.95733020160501e-04,0,1,0,0,0,0,0,0,1,1,0
588,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
591,2.30659537025605e-05,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,1,1,0,1,1,0
593,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
600,9.34849535356715e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
605,2.6050959475833e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
608,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
617,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
619,9.44347280998946e-04,0,0,6.1652281134402e-04,1,0,6.01503759398496e-02,0,0,1,0,0,0,1,1,0,1,1,0
620,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
623,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
629,9.36206356162748e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,1,0,1,1,1,0
630,4.74887282111539e-04,0,0,0,1,0,6.01503759398496e-02,5.87199060481503e-04,0,1,0,0,0,0,0,0,1,1,0
636,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
641,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,0,1,0,0,0,0,1,1,0
646,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
648,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
651,9.37563176968781e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
655,8.53440286994737e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
659,4.59962253245176e-04,0,0,6.1652281134402e-04,1,0,6.76691729323308e-02,7.63358778625954e-03,0,1,0,0,0,1,1,0,1,1,1
670,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
671,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
674,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
677,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
681,8.00524275559451e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
687,9.32135893744649e-04,0,0,0,1,0,6.01503759398496e-02,5.87199060481503e-04,0,1,0,0,0,1,0,1,1,1,0
693,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,1,0,0,0,0,1,1,0,1,1,0
698,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
699,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,7.82932080642004e-04,0,1,0,0,0,1,0,1,1,1,0
701,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
704,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,0,0,1,0,0,0,1,1,0
706,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
710,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,5.87199060481503e-04,0,1,0,0,0,1,0,1,1,1,0
713,5.26446472740792e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,1,1,0,1,1,0
714,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
720,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
725,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
729,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
730,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
735,9.44347280998946e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
747,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
754,5.11521443874429e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,1,0,1,1,1,0
764,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
769,1.24827514155033e-04,0,0,3.0826140567201e-03,1,0,6.01503759398496e-02,1.76159718144451e-03,0,1,0,0,0,0,0,0,1,1,0
777,7.10974102361275e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
785,3.74482542465099e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
789,2.38800461861802e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
790,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
791,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,1,0,1,1,1,0
793,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,1,0,1,1,1,0
797,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
798,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
801,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,1,0,0,0,0,0,0,0,1,1,0
803,6.01071617072605e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
806,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,1,0,0,0,0,0,0,0,1,1,0
810,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
850,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
861,1.01761560452473e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,1,0,0,0,0,0,1,1,0
863,2.19804970577341e-04,0,0,0,1,0.545454545454545,6.01503759398496e-02,5.87199060481503e-04,0,1,0,0,0,1,0,1,0,1,0
867,7.78815142662924e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,0,1,0,0,0,0,1,1,0
869,8.80576703115396e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,1,0,0,1,0,1,1,1,0
871,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
875,2.36086820249736e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
876,5.14235085486495e-04,0,0,0,1,0,6.01503759398496e-02,1.95733020160501e-04,0,1,0,0,0,0,0,0,1,1,0
877,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
878,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
883,1.35682080603297e-05,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
884,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,3.91466040321002e-04,0,1,0,0,0,1,0,1,1,1,0
885,9.29422252132583e-04,0,0,1.23304562268804e-03,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
889,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
902,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
908,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,0,1,0,1,0,1,1,1,0
909,8.86003986339528e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,1,0,1,1,1,0
910,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,1.37013114112351e-03,0,1,0,0,0,1,0,1,1,1,0
913,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
915,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,0,1,0,0,0,0,1,1,0
916,5.61723813697649e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
918,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
919,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
924,9.45704101804979e-04,0,0,0,1,0,6.01503759398496e-02,0,0,0,0,1,0,1,0,1,1,1,0
925,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
930,9.47060922611012e-04,0,0,6.1652281134402e-04,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
932,9.47060922611012e-04,0,0,3.0826140567201e-03,1,0,6.01503759398496e-02,4.69759248385203e-03,0,1,0,0,0,0,0,0,1,1,0
937,7.62533292990528e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
939,8.50726645382671e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
943,9.47060922611012e-04,0,0,0,1,0,6.01503759398496e-02,0,0,1,0,0,0,0,0,0,1,1,0
950,9.47060922611012e-04,0,0,1.84956843403206e-03,1,0,6.01503759398496e-02,0,1,0,0,0,0,0,0,0,1,1,0
956,9.1449722326622e-04,0,0,0,1,0,6.01503759398496e-02,1.95733020160501e-04,0,1,0,0,0,1,0,1,1,1,0
961,9.47060922611012e-04,0,0,2.46609124537608e-03,1,0,6.01503759398496e-02,0,0,0,0,0,1,0,0,0,1,1,0
966,9.36206356162748e-05,0,0,1.23304562268804e-03,1,0,6.76691729323308e-02,0,0,1,0,0,0,0,0,0,1,1,0
